BP_from,BP_to,X_S42,Y_S42
3200,2950,3437860,5586363
4800,4200,3438131,5582033
7550,1380,3437426,5584728
4200,3550,3438376,5585898
4200,2340,3471123,5570542
6200,2725,3436682,5584000
1980,1560,3470725,5569673
1980,1560,3435887,5585342
7550,1380,3439391,5585517
7550,1380,3476417,5568522
4800,4450,3436092,5583610
7550,1380,3435831,5584708
4200,2340,3435626,5584967
7550,1380,3436937,5581519
7550,1380,3437801,5584501
7550,1380,3436421,5584171
7550,1380,3436515,5585744
6200,4200,3436706,5585842
7550,1380,3436653,5583948
7550,1380,3439331,5585216
7550,1380,3473078,5568882
4450,4200,3437870,5584350
4200,2725,3436565,5584274
2563,2340,3470725,5569673
7550,1380,3436985,5583882
7550,1380,3436079,5584935
7550,1380,3438423,5583764
2950,2725,3435887,5585342
7550,1380,3436467,5585274
7550,1380,3435587,5584856
7550,1380,3473510,5570166
7550,1380,3435502,5584231
7550,1380,3437622,5582470
6900,6550,3435912,5585319
3200,2950,3471867,5570454
7550,6200,3438147,5583938
7550,1380,3438710,5584655
5800,5300,3438720,5584411
7550,1380,3472113,5570417
2420,1988,3471369,5571608
7550,1380,3476335,5568721
7550,1380,3436037,5582465
3200,2950,3435792,5584910
1980,1560,3435403,5585257
7550,1380,3437226,5585868
7550,1380,3436704,5584233
7550,1380,3436673,5585055
7550,1380,3438115,5584462
4200,2725,3435922,5585293
7550,1380,3471350,5570438
7550,1380,3467989,5572054
2725,2340,3438071,5582031
7550,1380,3437543,5584254
2420,1988,3438131,5582033
7550,6200,3478295,5577827
7550,1380,3435887,5585342
6200,4200,3436421,5584171
7550,6850,3438921,5584851
2725,2340,3437656,5581845
7550,1380,3436767,5582767
7550,1380,3435050,5581978
2563,2340,3472535,5572002
5300,4800,3439118,5582232
7550,1380,3436422,5585366
7550,1380,3436480,5584158
7550,1380,3439421,5582187
4200,3550,3472745,5568812
7550,1380,3437066,5585866
7550,1380,3436512,5586076
7550,1380,3437244,5581711
7550,1380,3435003,5581774
7550,1380,3437185,5584016
4200,3550,3437980,5582386
7550,1380,3468025,5573200
1980,1560,3470558,5569642
7550,1380,3436840,5581593
4200,2725,3472640,5568983
5800,5300,3437087,5584700
7550,1380,3436744,5584013
7550,1380,3435865,5584812
7550,1380,3435219,5583325
7550,1380,3439272,5585161
7550,1380,3438057,5582224
7550,1380,3471814,5570318
3600,3200,3438093,5582129
7550,1380,3436614,5585736
7550,1380,3437374,5585866
7550,1380,3437036,5581520
7550,6200,3438567,5584994
7550,1380,3435728,5584714
7550,1380,3436642,5584041
7550,1380,3438411,5585467
7550,1380,3473468,5570082
3200,2950,3472699,5568845
7550,6200,3478597,5577630
3200,2950,3472822,5568868
1980,1560,3471958,5570515
6900,6550,3438376,5585898
7550,1380,3438215,5583750
7550,1380,3435716,5584259
7550,6200,3438620,5585554
7550,1380,3436631,5584138
4200,2725,3435761,5584814
7550,1380,3438720,5585550
7550,1380,3436778,5583820
7550,6850,3438908,5584977
7550,1380,3467011,5570790
7550,1380,3436659,5583598
7550,1380,3437204,5582324
7550,1380,3439284,5585251
5800,5300,3471880,5570740
4200,2725,3472751,5568990
5800,5300,3436706,5585842
7550,1380,3473494,5566441
7550,1380,3438634,5583475
7550,1380,3435418,5583296
7550,1380,3439310,5583836
4200,2340,3471867,5570454
3200,2725,3435958,5585097
4200,3550,3435887,5585342
7550,1380,3437996,5582219
7550,1380,3436542,5583600
3200,2950,3471901,5570418
7550,1380,3437370,5585716
7550,1380,3438750,5584553
7550,1380,3436467,5585021
7550,1380,3439475,5583646
7550,1380,3436974,5585720
7550,1380,3436941,5581590
7550,1380,3476208,5568583
2725,2340,3438093,5582129
6200,4200,3471918,5570545
7550,1380,3438318,5583468
7550,1380,3436565,5584274
7550,1380,3437345,5581711
7550,1380,3437670,5584712
7550,6200,3478687,5577682
7550,1380,3476333,5568511
7550,1380,3437875,5584423
7550,1380,3471958,5570515
7550,1380,3436704,5586037
7550,1380,3436706,5585150
7550,1380,3436531,5583004
5800,5300,3436514,5583954
2563,2340,3436480,5584158
7550,1380,3438190,5585251
7550,1380,3437589,5582565
3200,2950,3435896,5584907
4200,2725,3437543,5584254
7550,1380,3435936,5582615
7550,1380,3471123,5570542
4200,2725,3438562,5583380
7550,1380,3473869,5567029
7550,1380,3436768,5585619
7550,1380,3434973,5581872
6200,4200,3436084,5585391
7550,1380,3471355,5570533
7550,1380,3437661,5584383
7550,1380,3437558,5582653
7550,6850,3438711,5585449
7550,1380,3476198,5568931
7550,1380,3438075,5584508
2563,2340,3467989,5572054
7550,1380,3436878,5583759
7550,6200,3438925,5584882
4200,3550,3438131,5582033
7550,1380,3471084,5568555
7550,6850,3478295,5577827
7550,1380,3436776,5584915
7550,1380,3437629,5584703
5800,5300,3469091,5568829
7550,1380,3438635,5582797
7550,6200,3436336,5586144
1980,1560,3439331,5585216
7550,1380,3436432,5583760
7550,1380,3438921,5584605
7550,6850,3438720,5585550
7550,1380,3436619,5584244
7550,1380,3467052,5570923
7550,1380,3475353,5567151
7550,1380,3471073,5569568
2950,2725,3478704,5577641
7550,1380,3438520,5585563
2420,1988,3435074,5585257
3200,2950,3471918,5570545
7550,1380,3439269,5585959
7550,1380,3471927,5570180
7550,1380,3439117,5586115
7550,1380,3436665,5583850
6200,4200,3436990,5583990
7550,1380,3436127,5586050
7550,1380,3472946,5571879
2950,2725,3435958,5585097
7550,1380,3436406,5585062
7550,1380,3436940,5585263
7550,1380,3437306,5582461
7550,1380,3436514,5583954
4200,2725,3439220,5582217
7550,1380,3438567,5584994
2420,1988,3438057,5582224
1980,1560,3437915,5582267
7550,1380,3467763,5572038
7550,1380,3467102,5570969
2950,2725,3436833,5584057
7550,1380,3439443,5585252
7550,1380,3478576,5577670
7550,1380,3436976,5583705
7550,6200,3435019,5583397
4200,2340,3435922,5585293
2420,1988,3438023,5582314
7550,1380,3438173,5584656
5000,4800,3439734,5582745
7550,1380,3435668,5585074
7550,1380,3438352,5583374
7550,1380,3471445,5571051
6200,4200,3436874,5583994
7550,1380,3435403,5585257
5800,5300,3437996,5582219
3200,2950,3471525,5571739
7550,1380,3436795,5583726
3200,2950,3470548,5569707
7550,6200,3436480,5584158
7550,1380,3436436,5584082
7550,1380,3472751,5568990
7550,1380,3436761,5583915
2420,1988,3439220,5582217
4200,2725,3435865,5584812
7550,1380,3437379,5582659
1980,1560,3468127,5572161
5800,5300,3436642,5584041
6200,4200,3470558,5569642
7550,1380,3437639,5584487
7550,1380,3470004,5571015
2420,1988,3478392,5577784
5800,5300,3437656,5581845
4200,2725,3478295,5577827
7550,1380,3437331,5581668
7550,1380,3471918,5570545
7550,1380,3437222,5585617
7550,1380,3437669,5582915
2420,1988,3473463,5566399
1980,1560,3471901,5570418
6200,4200,3438093,5582129
7550,1380,3436706,5585977
7550,1380,3437268,5585164
7550,1380,3437846,5586364
7550,1380,3438119,5584542
2420,1988,3437980,5582386
4200,2725,3435958,5585097
3200,2950,3437940,5586362
2420,1988,3467989,5572054
7550,6200,3436320,5585977
7550,1380,3470814,5570434
7550,1380,3437860,5586363
7550,1380,3468958,5568625
7550,6200,3436418,5585865
1980,1560,3472221,5570232
4200,2725,3471901,5570418
7550,1380,3437325,5585866
7550,1380,3436706,5585842
7550,1380,3438249,5583656
7550,1380,3437777,5585016
7550,1380,3436905,5584240
7550,1380,3437677,5582623
7550,1380,3436675,5583763
6200,4200,3438023,5582314
3200,2950,3435887,5585342
7550,1380,3436706,5585907
7550,1380,3438442,5584964
7550,1380,3477585,5576689
7550,1380,3471251,5570472
7550,1380,3436496,5584060
7550,1380,3436613,5585260
4800,4450,3437656,5581845
4200,2725,3436010,5585346
7550,6200,3438921,5584605
4200,2725,3471525,5571739
7550,1380,3437951,5582179
7550,1380,3434872,5585226
7550,1380,3436365,5584156
7550,1380,3437106,5582285
7550,1380,3439783,5582353
7550,6850,3436320,5585977
7550,1380,3467126,5570773
6900,6550,3468026,5572177
2950,2725,3435927,5585002
6900,6550,3436418,5585865
7550,1380,3435378,5585022
4200,2725,3472901,5568867
7550,1380,3437888,5582698
7550,6850,3438640,5584617
6200,4200,3472221,5570232
7550,1380,3474711,5575072
2725,2340,3472197,5571003
7550,1380,3438922,5584656
7550,1380,3436571,5583980
6900,6550,3471810,5569976
3200,2950,3472735,5568938
6900,6550,3436336,5586144
7550,1380,3478334,5577839
7550,1380,3436127,5585965
7550,6200,3435023,5583489
4200,2340,3435792,5584910
7550,6200,3438711,5585449
7550,1380,3471134,5570727
7550,1380,3437773,5584560
6200,4200,3435219,5583525
7550,6200,3438908,5584977
7550,1380,3437410,5584190
7550,1380,3472640,5568983
7550,1380,3436524,5584261
7550,1380,3438441,5585064
1560,1380,3477531,5577290
6200,4200,3436642,5584041
7550,1380,3467968,5572268
7550,1380,3435021,5583294
7550,1380,3436320,5585577
5000,4800,3436874,5583994
1980,1560,3437948,5584512
7550,6200,3478704,5577641
7550,1380,3470558,5569642
7550,1380,3435136,5583842
7550,1380,3475260,5576490
7550,1380,3470020,5570937
7550,1380,3471311,5570558
2725,2340,3437792,5582459
2725,2340,3438023,5582314
1980,1560,3471918,5570545
7550,1380,3438595,5584810
7550,1380,3467969,5572367
7550,1380,3438065,5585010
7550,1380,3471978,5570864
7550,1380,3470894,5570634
3200,2950,3436531,5583854
7550,1380,3436486,5583786
7550,1380,3435922,5585293
4200,2725,3472745,5568812
7550,1380,3437925,5584716
4800,4450,3437792,5582459
7550,1380,3439580,5583199
7550,6850,3438710,5584655
7550,1380,3436876,5585070
2725,2340,3468127,5572161
7550,1380,3439867,5584984
7550,1380,3470778,5569668
7550,1380,3437304,5583110
7550,1380,3437213,5582429
4200,2725,3435827,5585016
7550,6200,3436320,5586077
7550,1380,3472083,5570662
7550,1380,3438829,5584575
7550,1380,3437465,5585270
7550,1380,3470674,5569638
7550,6200,3435922,5585293
1980,1560,3472640,5568983
5800,5300,3438071,5582031
7550,1380,3438465,5585171
6200,5750,3436512,5586076
7550,1380,3438386,5583280
7550,1380,3474651,5574932
7550,1380,3436512,5585765
7550,1380,3471368,5571110
6200,4200,3471901,5570418
7550,1380,3470657,5570160
7550,1380,3438714,5584658
7550,1380,3437865,5585116
7550,1380,3467955,5571036
2950,2725,3436337,5583974
6200,4200,3435922,5585293
7550,1380,3436918,5585067
7550,6850,3438620,5585554
5300,4800,3437951,5582179
7550,1380,3472197,5571003
7550,1380,3438147,5583938
7550,6200,3438934,5584804
7550,6850,3434872,5585226
7550,1380,3437091,5583998
7550,1380,3437116,5585669
1980,1560,3439272,5585161
7550,1380,3469913,5571477
2950,2725,3435761,5584814
4200,2340,3436506,5585644
7550,1380,3438270,5585185
7550,1380,3439805,5584914
7550,6200,3435927,5585002
7550,1380,3471568,5571048
7550,1380,3437372,5585164
7550,1380,3436605,5583781
2420,1988,3438032,5582127
7550,1380,3436863,5583860
7550,1380,3476464,5568628
2950,2725,3435831,5584708
7550,1380,3439811,5582460
5800,5300,3438441,5585064
7550,1380,3439246,5585371
6200,4200,3472113,5570417
7550,1380,3437727,5585063
7550,1380,3437083,5583789
7550,1380,3436839,5582647
7550,1380,3467972,5572646
7550,1380,3436990,5583990
6200,4200,3438539,5585089
7550,1380,3435162,5583730
5000,4800,3437187,5583908
7550,1380,3468007,5571993
4200,2340,3436041,5585068
7550,1380,3438715,5584505
7550,6850,3438567,5584994
7550,1380,3478536,5577849
3200,2950,3437821,5586365
4800,4450,3438539,5585089
7550,1380,3439422,5585390
7550,1380,3438421,5585572
7550,6200,3470814,5570434
4200,3550,3438057,5582224
7550,1380,3439707,5582478
7550,1380,3471523,5570992
2563,2340,3436010,5585346
7550,1380,3437400,5582493
7550,1380,3437500,5582078
7550,1380,3435626,5584967
4200,2340,3435896,5584907
7550,1380,3438640,5584617
7550,1380,3436165,5585351
7550,1380,3468032,5572407
1980,1560,3467763,5572038
7550,1380,3435258,5583314
5800,5300,3436480,5584158
5800,5300,3436416,5583859
7550,1380,3471512,5571786
7550,1380,3471448,5571674
2420,1560,3437996,5582219
7550,1380,3436554,5584080
7550,1380,3478687,5577682
6200,4200,3437996,5582219
7550,1380,3467992,5573128
6200,4200,3434557,5583490
7550,1380,3436836,5582358
7550,1380,3439167,5585214
7550,1380,3471303,5571610
7550,6200,3436847,5583960
7550,1380,3435019,5583397
7550,1380,3467971,5572566
7550,1380,3436010,5585346
7550,1380,3435219,5583525
1980,1560,3435827,5585016
7550,1380,3476494,5568899
7550,1380,3438720,5584411
2725,2340,3436653,5583948
7550,4250,3476197,5576813
7550,1380,3477490,5576666
7550,1380,3472267,5570317
4200,2725,3435284,5582149
1980,1560,3439360,5585170
3200,2950,3472745,5568812
7550,6850,3436512,5586174
4200,3550,3472046,5570584
7550,1380,3437432,5581667
7550,1380,3435314,5583940
7550,1380,3472814,5568937
7550,1380,3470512,5570778
7550,6850,3436418,5585865
7550,1380,3437478,5582278
6200,4200,3436418,5585865
7550,1380,3436824,5585067
7550,1380,3439527,5583296
7550,1380,3471289,5571170
7550,1380,3436337,5583974
7550,1380,3436336,5586144
2950,2725,3435865,5584812
7550,1380,3436640,5584959
7550,1380,3435274,5585299
2420,1988,3434872,5585226
5300,4800,3436436,5584082
7550,1380,3467795,5571054
7550,1380,3436041,5585068
2950,2725,3435896,5584907
7550,1380,3438828,5582694
7550,1380,3471979,5570270
7550,1380,3471293,5570442
4200,2725,3436515,5585744
7550,1380,3436915,5583687
4200,3550,3437964,5582298
7550,1380,3438368,5585145
6900,6550,3435927,5585002
2420,1988,3435274,5585299
7550,1380,3436217,5585283
7550,1380,3469632,5569844
7550,1380,3438765,5584505
2725,2340,3437915,5582267
4800,4450,3438270,5585185
7550,1380,3435896,5584907
7550,1380,3436614,5585513
7550,1380,3436676,5582736
5000,4800,3471525,5571739
7550,1380,3475009,5567133
5800,5300,3436336,5586144
7550,1380,3438922,5584603
7550,1380,3438711,5585449
7550,6850,3436336,5586144
2725,2340,3471958,5570515
2950,2725,3472822,5568868
7550,1380,3472822,5568868
7550,1380,3437915,5582267
6200,4200,3468007,5571993
4200,2725,3471958,5570515
1560,1380,3477585,5576689
7550,1380,3435391,5584927
7550,1380,3471675,5570874
4200,2340,3468007,5572115
3200,2950,3435692,5585320
7550,6200,3436512,5586076
5800,5300,3436512,5586174
7550,1380,3469936,5570988
5000,4800,3439220,5582217
7550,1380,3436922,5585268
1980,1560,3467989,5572054
7550,1380,3468031,5572283
7550,1380,3472069,5570340
2420,1988,3438093,5582129
7550,1380,3476422,5568732
7550,6200,3438032,5582127
7550,1380,3436894,5583658
7550,1380,3436538,5584178
7550,1380,3437957,5582753
7550,6850,3468073,5573151
7550,1380,3439292,5585341
7550,1380,3471811,5570647
2725,2340,3436416,5583859
6200,4200,3436795,5583726
7550,1380,3436041,5585439
7550,1380,3435887,5582662
6200,2725,3473463,5566399
7550,1380,3436726,5584111
7550,1380,3469605,5568517
7550,6850,3438925,5584882
7550,1380,3470787,5570392
7550,1380,3470469,5568324
7550,6200,3435274,5585299
7550,1380,3437822,5584810
1980,1560,3435728,5584714
4200,3550,3472735,5568938
7550,6200,3478382,5577672
4800,4450,3436041,5585439
3200,2950,3470778,5569668
7550,1380,3436513,5586258
3200,2950,3435865,5584812
6900,6550,3437087,5584700
2563,2340,3470778,5569668
4200,3550,3436588,5583882
7550,1380,3436520,5583590
7550,1380,3438924,5584509
5300,4800,3437087,5584700
7550,1380,3437107,5581963
2420,1988,3437899,5586302
2950,2725,3434872,5585226
2950,2725,3437857,5582367
7550,1380,3471009,5568581
7550,1380,3437921,5582442
7550,6200,3478350,5577751
7550,1380,3438934,5584804
3200,2725,3437980,5582386
7550,1380,3436320,5585777
4200,2340,3435728,5584714
2563,2340,3437860,5586363
7550,1380,3438435,5583438
7550,1380,3436512,5585868
7550,1380,3439216,5585185
7550,1380,3436452,5583983
7550,1380,3439021,5582249
2725,2485,3437996,5582219
3200,2950,3471958,5570515
3200,2950,3435761,5584814
7550,1380,3439220,5582217
4200,2340,3471901,5570418
6200,4200,3471253,5569537
7550,4250,3438071,5582031
7550,1380,3437761,5582954
7550,1380,3471969,5570656
3600,3200,3438131,5582033
2950,2725,3472735,5568938
7550,1380,3437528,5585164
7550,1380,3435716,5584368
7550,1380,3439183,5582596
6200,4200,3471958,5570515
7550,1380,3437084,5582309
7550,1380,3436817,5584158
4200,2725,3471969,5570656
7550,1380,3435958,5585097
7550,1380,3436783,5581910
7550,1380,3439437,5585487
7550,1380,3436251,5584155
7550,1380,3436637,5582959
7550,1380,3436721,5585523
2420,1988,3437951,5582179
4200,2340,3470778,5569668
7550,1380,3439317,5585443
6900,6550,3436130,5585867
7550,1380,3471457,5571740
4200,3550,3436642,5584041
4200,2725,3472814,5568937
7550,1380,3436281,5583966
6200,4200,3436726,5584111
7550,1380,3437818,5584365
7550,6850,3472113,5570417
3600,3225,3436165,5585351
7550,1380,3435888,5582618
7550,1380,3438620,5585554
6200,5750,3437957,5582753
7550,1380,3439222,5586012
7550,1380,3471873,5570086
7550,1380,3435782,5582317
6200,5750,3438131,5582033
2420,1988,3471240,5570608
7550,1380,3471226,5571485
3600,3225,3471901,5570418
7550,1380,3435418,5583488
7550,1380,3439515,5585324
4200,2725,3435864,5585075
7550,1380,3436320,5585877
2725,2340,3437951,5582179
6200,4200,3436781,5583996
7550,1380,3437980,5582386
7550,1380,3439132,5582442
2725,2340,3437940,5586362
3200,2950,3436432,5583760
7550,1380,3473454,5570216
3600,3200,3438071,5582031
7550,1380,3436501,5583662
3200,2950,3436092,5583610
5800,5300,3436418,5585865
7550,1380,3436588,5583882
7550,1380,3471525,5571739
7550,1380,3437414,5584416
7550,1380,3435927,5585002
7550,1380,3437637,5584607
1980,1560,3438032,5582127
4200,2340,3435761,5584814
7550,1380,3436009,5584966
1980,1560,3468007,5572115
7550,1380,3467001,5570893
7550,1380,3471856,5570291
4200,2340,3436665,5583850
3200,2950,3435927,5585002
2950,2725,3436307,5584157
7550,1380,3437286,5583815
4800,4450,3434557,5583490
7550,1380,3437987,5582708
6900,6550,3436512,5585973
7550,1380,3471736,5570123
7550,1380,3436382,5584057
7550,1380,3435792,5584910
7550,1380,3435874,5583358
7550,1380,3437868,5584397
7550,1380,3438503,5583250
7550,1380,3438093,5582129
7550,1380,3468073,5573151
7550,1380,3474551,5574890
7550,1380,3470388,5571083
7550,1380,3473433,5566359
7550,1380,3470711,5570149
7550,6200,3438789,5584675
7550,1380,3437838,5582739
7550,1380,3439360,5585170
7550,1380,3437347,5582959
7550,1380,3470725,5569673
7550,1380,3436402,5583580
3200,2950,3437996,5582219
6900,6550,3435378,5585022
3200,2950,3472814,5568937
7550,1380,3478673,5577854
7550,1380,3437026,5582364
7550,1380,3437522,5585363
4200,2340,3436009,5584966
7550,1380,3435827,5585016
7550,1380,3436320,5585977
6900,6550,3439360,5585170
7550,1380,3437735,5582541
7550,1380,3437619,5582705
7550,1380,3436629,5583057
7550,1380,3472046,5570584
5000,4800,3437975,5586324
2950,2725,3472640,5568983
2420,1988,3437857,5582367
1980,1760,3438023,5582314
1560,1380,3477676,5576771
2420,1988,3437964,5582298
7550,1380,3478704,5577641
3600,3225,3437122,5582743
7550,1380,3471222,5571541
7550,1380,3436266,5584064
7550,1380,3436503,5583688
7550,1380,3437025,5585213
3200,2950,3437857,5582367
4200,2725,3435792,5584910
7550,1380,3437880,5584521
7550,1380,3436280,5582512
2725,2340,3438057,5582224
7550,1380,3437167,5585718
7550,1380,3439320,5582202
1980,1560,3438131,5582033
7550,1380,3439398,5585284
2950,2725,3472745,5568812
6200,4200,3471140,5568356
5000,4800,3471867,5570454
4200,3550,3438093,5582129
7550,1380,3476574,5576051
7550,1380,3435023,5583489
2950,2725,3438750,5584553
7550,1380,3473463,5566399
7550,1380,3439822,5583796
7550,1380,3478295,5577827
7550,6200,3467927,5572193
7550,1380,3473048,5568841
7550,6850,3438934,5584804
7550,1380,3437475,5585164
6200,4200,3435887,5585342
3200,2950,3435827,5585016
7550,1380,3436084,5585391
3200,2950,3438022,5584431
6200,5750,3436418,5585865
7550,1380,3471606,5570798
3200,2950,3438773,5581084
7550,1380,3472745,5568812
1560,1380,3467989,5572054
7550,1380,3471415,5570537
7550,1380,3435272,5585192
7550,1380,3437824,5584560
7550,4250,3437720,5584383
7550,1380,3435864,5585075
2725,2340,3467968,5572268
7550,1380,3436082,5583707
7550,1380,3436110,5585037
